file,filetime,mtime,ctime,atime,diff
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190801_150820.jpg,2019-08-01 15:08:20,2019-08-01 19:25:38,2021-06-16 05:23:09.996575,2022-09-17 21:42:04.251190,4:17:18
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190801_150743.jpg,2019-08-01 15:07:43,2019-08-01 19:25:34,2021-06-16 05:23:06.063093,2022-09-17 21:42:04.305702,4:17:51
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190801_150744.jpg,2019-08-01 15:07:44,2019-08-01 19:25:35,2021-06-16 05:23:08.365935,2022-09-17 21:42:04.285690,4:17:51
X:\OneDrive\Pictures\Laura ♥\[2019-10] Hochzeit Kevin Laura\IMG_20190811_025223.jpg,2019-08-11 02:52:23,2019-08-11 07:11:21,2021-06-16 07:17:55.775648,2022-09-17 21:39:29.826918,4:18:58
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190801_150630.jpg,2019-08-01 15:06:30,2019-08-01 19:25:31,2021-06-16 07:14:58.592433,2022-09-17 21:42:04.348260,4:19:01
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190801_150631.jpg,2019-08-01 15:06:31,2019-08-01 19:25:32,2021-06-16 05:23:07.505237,2022-09-17 21:42:04.330152,4:19:01
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190801_150611.jpg,2019-08-01 15:06:11,2019-08-01 19:25:29,2021-06-16 05:23:33.336165,2022-09-17 21:42:04.396632,4:19:18
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190801_150612.jpg,2019-08-01 15:06:12,2019-08-01 19:25:30,2021-06-16 05:45:21.950596,2022-09-17 21:42:04.371189,4:19:18
X:\OneDrive\Pictures\Laura ♥\[2019-10] Hochzeit Kevin Laura\IMG_20190811_025226.jpg,2019-08-11 02:52:26,2019-08-11 07:11:49,2021-06-16 07:17:57.411274,2022-09-17 21:39:29.807970,4:19:23
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190801_150444.jpg,2019-08-01 15:04:44,2019-08-01 19:25:28,2021-06-16 05:23:34.604773,2022-09-17 21:42:04.410597,4:20:44
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190801_150252.jpg,2019-08-01 15:02:52,2019-08-01 19:25:27,2021-06-16 05:23:36.895669,2022-09-17 21:42:04.434511,4:22:35
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190801_150202.jpg,2019-08-01 15:02:02,2019-08-01 19:25:26,2021-06-16 05:23:38.105412,2022-09-17 21:42:04.459455,4:23:24
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190803_113053.jpg,2019-08-03 11:30:53,2019-08-03 15:54:49,2021-06-16 07:17:06.870420,2022-09-17 21:41:57.733229,4:23:56
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190803_113041.jpg,2019-08-03 11:30:41,2019-08-03 15:54:45,2021-06-16 07:17:06.840500,2022-09-17 21:41:57.755681,4:24:04
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190803_113038.jpg,2019-08-03 11:30:38,2019-08-03 15:54:42,2021-06-16 07:17:06.039642,2022-09-17 21:41:57.770668,4:24:04
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190801_150020.jpg,2019-08-01 15:00:20,2019-08-01 19:25:25,2021-06-16 05:23:28.891051,2022-09-17 21:42:04.481742,4:25:05
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190801_150001.jpg,2019-08-01 15:00:01,2019-08-01 19:25:23,2021-06-16 05:23:30.937579,2022-09-17 21:42:04.513954,4:25:22
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190801_145955.jpg,2019-08-01 14:59:55,2019-08-01 19:25:22,2021-06-16 05:23:31.735468,2022-09-17 21:42:04.536651,4:25:27
X:\OneDrive\Pictures\Laura ♥\IMG_20191226_142450.jpg,2019-12-26 14:24:50,2019-12-26 18:50:35,2021-06-16 07:39:21.606354,2022-09-17 21:39:46.439959,4:25:45
X:\OneDrive\Pictures\Laura ♥\IMG_20191226_142450_1.jpg,2019-12-26 14:24:50,2019-12-26 18:50:43,2021-06-16 07:39:23.435464,2022-09-17 21:39:46.415952,4:25:53
X:\OneDrive\Pictures\Laura ♥\IMG_20191226_142453.jpg,2019-12-26 14:24:53,2019-12-26 18:50:46,2021-06-16 07:39:25.915839,2022-09-17 21:39:46.394858,4:25:53
X:\OneDrive\Pictures\Laura ♥\IMG_20191226_142454.jpg,2019-12-26 14:24:54,2019-12-26 18:50:52,2021-06-16 07:39:32.039457,2022-09-17 21:39:46.379850,4:25:58
X:\OneDrive\Pictures\Laura ♥\IMG_20191226_142114.jpg,2019-12-26 14:21:14,2019-12-26 18:50:06,2021-06-16 07:39:15.646291,2022-09-17 21:39:46.506979,4:28:52
X:\OneDrive\Pictures\Laura ♥\IMG_20191226_142120.jpg,2019-12-26 14:21:20,2019-12-26 18:50:21,2021-06-16 07:39:15.875678,2022-09-17 21:39:46.490103,4:29:01
X:\OneDrive\Pictures\Laura ♥\IMG_20191226_142121.jpg,2019-12-26 14:21:21,2019-12-26 18:50:25,2021-06-16 07:39:18.235368,2022-09-17 21:39:46.465138,4:29:04
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190803_112524.jpg,2019-08-03 11:25:24,2019-08-03 15:54:35,2021-06-16 07:17:04.079883,2022-09-17 21:41:57.897315,4:29:11
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190803_112527.jpg,2019-08-03 11:25:27,2019-08-03 15:54:38,2021-06-16 07:17:05.060260,2022-09-17 21:41:57.831903,4:29:11
X:\OneDrive\Pictures\Laura ♥\IMG_20191226_141907_BURST001_COVER.jpg,2019-12-26 14:19:07,2019-12-26 18:49:14,2021-06-16 07:38:54.270451,2022-09-17 21:39:46.618790,4:30:07
X:\OneDrive\Pictures\Laura ♥\IMG_20191226_141907_BURST002.jpg,2019-12-26 14:19:07,2019-12-26 18:49:23,2021-06-16 07:39:02.039676,2022-09-17 21:39:46.601595,4:30:16
X:\OneDrive\Pictures\Laura ♥\IMG_20191226_141907_BURST003.jpg,2019-12-26 14:19:07,2019-12-26 18:49:46,2021-06-16 07:39:08.745744,2022-09-17 21:39:46.574332,4:30:39
X:\OneDrive\Pictures\Laura ♥\IMG_20191226_141914.jpg,2019-12-26 14:19:14,2019-12-26 18:49:54,2021-06-16 07:39:10.618735,2022-09-17 21:39:46.549734,4:30:40
X:\OneDrive\Pictures\Laura ♥\IMG_20191226_141915.jpg,2019-12-26 14:19:15,2019-12-26 18:49:58,2021-06-16 07:39:10.708495,2022-09-17 21:39:46.533751,4:30:43
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190801_145156_1.jpg,2019-08-01 14:51:56,2019-08-01 19:25:22,2021-06-16 05:23:32.476464,2022-09-17 21:42:04.562653,4:33:26
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190801_171235.jpg,2019-08-01 17:12:35,2019-08-01 21:46:21,2021-06-16 07:15:11.028180,2022-09-17 21:42:02.911070,4:33:46
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190801_171135.jpg,2019-08-01 17:11:35,2019-08-01 21:46:20,2021-06-16 07:15:10.606308,2022-09-17 21:42:02.930405,4:34:45
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190801_171133.jpg,2019-08-01 17:11:33,2019-08-01 21:46:19,2021-06-16 07:15:10.393876,2022-09-17 21:42:02.952349,4:34:46
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190801_171035.jpg,2019-08-01 17:10:35,2019-08-01 21:46:17,2021-06-16 07:15:09.487300,2022-09-17 21:42:02.975286,4:35:42
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190801_144901.jpg,2019-08-01 14:49:01,2019-08-01 19:25:21,2021-06-16 05:22:56.302193,2022-09-17 21:42:04.585663,4:36:20
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190801_144835.jpg,2019-08-01 14:48:35,2019-08-01 19:25:20,2021-06-16 05:22:57.446134,2022-09-17 21:42:04.612370,4:36:45
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190803_111737.jpg,2019-08-03 11:17:37,2019-08-03 15:54:31,2021-06-16 07:17:00.837551,2022-09-17 21:41:57.916215,4:36:54
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190803_111711.jpg,2019-08-03 11:17:11,2019-08-03 15:54:13,2021-06-16 07:16:56.851211,2022-09-17 21:41:58.086529,4:37:02
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190803_111721.jpg,2019-08-03 11:17:21,2019-08-03 15:54:25,2021-06-16 07:17:00.429642,2022-09-17 21:41:57.969667,4:37:04
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190803_111715.jpg,2019-08-03 11:17:15,2019-08-03 15:54:21,2021-06-16 07:16:58.056987,2022-09-17 21:41:58.027220,4:37:06
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190801_144734.jpg,2019-08-01 14:47:34,2019-08-01 19:25:19,2021-06-16 05:22:55.076471,2022-09-17 21:42:04.643159,4:37:45
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190801_144713.jpg,2019-08-01 14:47:13,2019-08-01 19:25:17,2021-06-16 05:22:54.197820,2022-09-17 21:42:04.694923,4:38:04
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190801_144714.jpg,2019-08-01 14:47:14,2019-08-01 19:25:18,2021-06-16 05:22:55.349740,2022-09-17 21:42:04.661111,4:38:04
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190801_144708.jpg,2019-08-01 14:47:08,2019-08-01 19:25:16,2021-06-16 05:22:54.850084,2022-09-17 21:42:04.723950,4:38:08
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190801_143947.jpg,2019-08-01 14:39:47,2019-08-01 19:25:14,2021-06-16 05:22:52.894306,2022-09-17 21:42:04.766948,4:45:27
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190801_143948.jpg,2019-08-01 14:39:48,2019-08-01 19:25:15,2021-06-16 05:22:52.137330,2022-09-17 21:42:04.741915,4:45:27
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190801_143857.jpg,2019-08-01 14:38:57,2019-08-01 19:25:13,2021-06-16 05:22:51.324506,2022-09-17 21:42:04.797954,4:46:16
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190801_143851.jpg,2019-08-01 14:38:51,2019-08-01 19:25:11,2021-06-16 05:22:51.595778,2022-09-17 21:42:04.827990,4:46:20
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190801_143813.jpg,2019-08-01 14:38:13,2019-08-01 19:25:10,2021-06-16 07:14:57.351751,2022-09-17 21:42:04.884291,4:46:57
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190801_143346.jpg,2019-08-01 14:33:46,2019-08-01 19:25:08,2021-06-16 07:14:57.097431,2022-09-17 21:42:04.909322,4:51:22
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190801_143343.jpg,2019-08-01 14:33:43,2019-08-01 19:25:07,2021-06-16 05:23:15.761160,2022-09-17 21:42:04.933730,4:51:24
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190801_143342.jpg,2019-08-01 14:33:42,2019-08-01 19:25:06,2021-06-16 05:23:16.260823,2022-09-17 21:42:04.958735,4:51:24
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190801_143337.jpg,2019-08-01 14:33:37,2019-08-01 19:25:05,2021-06-16 05:23:16.959954,2022-09-17 21:42:04.980766,4:51:28
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190801_143211.jpg,2019-08-01 14:32:11,2019-08-01 19:25:02,2021-06-16 05:23:18.486871,2022-09-17 21:42:05.011763,4:52:51
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190801_143209.jpg,2019-08-01 14:32:09,2019-08-01 19:25:01,2021-06-16 05:23:19.852220,2022-09-17 21:42:05.029819,4:52:52
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190801_143212.jpg,2019-08-01 14:32:12,2019-08-01 19:25:04,2021-06-16 05:23:17.671053,2022-09-17 21:42:04.997378,4:52:52
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190801_143159.jpg,2019-08-01 14:31:59,2019-08-01 19:24:57,2021-06-16 05:22:49.785618,2022-09-17 21:42:05.106392,4:52:58
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190801_143201.jpg,2019-08-01 14:32:01,2019-08-01 19:25:00,2021-06-16 05:23:21.101880,2022-09-17 21:42:05.048450,4:52:59
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190801_143200.jpg,2019-08-01 14:32:00,2019-08-01 19:24:59,2021-06-16 05:23:21.463911,2022-09-17 21:42:05.077100,4:52:59
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190801_143119.jpg,2019-08-01 14:31:19,2019-08-01 19:24:56,2021-06-16 05:22:50.326173,2022-09-17 21:42:05.126918,4:53:37
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190801_143117.jpg,2019-08-01 14:31:17,2019-08-01 19:24:55,2021-06-16 05:22:46.371747,2022-09-17 21:42:05.141719,4:53:38
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190803_110014.jpg,2019-08-03 11:00:14,2019-08-03 15:53:57,2021-06-16 07:16:55.431009,2022-09-17 21:41:58.153278,4:53:43
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190803_110017.jpg,2019-08-03 11:00:17,2019-08-03 15:54:02,2021-06-16 07:16:55.825953,2022-09-17 21:41:58.132046,4:53:45
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190803_110018.jpg,2019-08-03 11:00:18,2019-08-03 15:54:08,2021-06-16 07:16:56.444299,2022-09-17 21:41:58.108904,4:53:50
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190801_143100.jpg,2019-08-01 14:31:00,2019-08-01 19:24:53,2021-06-16 05:22:47.596490,2022-09-17 21:42:05.165247,4:53:53
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190801_143058.jpg,2019-08-01 14:30:58,2019-08-01 19:24:52,2021-06-16 05:22:42.472174,2022-09-17 21:42:05.185764,4:53:54
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190801_143039.jpg,2019-08-01 14:30:39,2019-08-01 19:24:51,2021-06-16 05:22:45.826205,2022-09-17 21:42:05.219501,4:54:12
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190801_143035.jpg,2019-08-01 14:30:35,2019-08-01 19:24:50,2021-06-16 05:22:39.854175,2022-09-17 21:42:05.240733,4:54:15
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190801_142951.jpg,2019-08-01 14:29:51,2019-08-01 19:24:48,2021-06-16 05:22:41.278367,2022-09-17 21:42:05.264276,4:54:57
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190801_142949.jpg,2019-08-01 14:29:49,2019-08-01 19:24:47,2021-06-16 05:22:39.442277,2022-09-17 21:42:05.282472,4:54:58
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190801_142840.jpg,2019-08-01 14:28:40,2019-08-01 19:24:46,2021-06-16 05:22:39.685625,2022-09-17 21:42:05.296446,4:56:06
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190801_142732.jpg,2019-08-01 14:27:32,2019-08-01 19:24:44,2021-06-16 03:50:23.162422,2022-09-17 21:42:05.314298,4:57:12
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190801_142730.jpg,2019-08-01 14:27:30,2019-08-01 19:24:43,2021-06-16 03:49:33.616316,2022-09-17 21:42:05.334494,4:57:13
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190803_105518.jpg,2019-08-03 10:55:18,2019-08-03 15:53:48,2021-06-16 07:16:53.801366,2022-09-17 21:41:58.204436,4:58:30
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190803_105520.jpg,2019-08-03 10:55:20,2019-08-03 15:53:50,2021-06-16 07:16:54.711932,2022-09-17 21:41:58.183957,4:58:30
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190803_105521.jpg,2019-08-03 10:55:21,2019-08-03 15:53:52,2021-06-16 07:16:55.115851,2022-09-17 21:41:58.168367,4:58:31
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190803_105512.jpg,2019-08-03 10:55:12,2019-08-03 15:53:46,2021-06-16 07:16:52.234555,2022-09-17 21:41:58.227889,4:58:34
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190803_105449.jpg,2019-08-03 10:54:49,2019-08-03 15:53:36,2021-06-16 07:16:49.014167,2022-09-17 21:41:58.313642,4:58:47
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190803_105456.jpg,2019-08-03 10:54:56,2019-08-03 15:53:43,2021-06-16 07:16:51.071665,2022-09-17 21:41:58.251178,4:58:47
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190803_105453.jpg,2019-08-03 10:54:53,2019-08-03 15:53:41,2021-06-16 07:16:50.312696,2022-09-17 21:41:58.264992,4:58:48
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190803_105449_1.jpg,2019-08-03 10:54:49,2019-08-03 15:53:38,2021-06-16 07:16:49.630519,2022-09-17 21:41:58.289164,4:58:49
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190801_142458.jpg,2019-08-01 14:24:58,2019-08-01 19:24:42,2021-06-16 05:23:05.112634,2022-09-17 21:42:05.357607,4:59:44
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190803_105335.jpg,2019-08-03 10:53:35,2019-08-03 15:53:30,2021-06-16 07:16:47.178078,2022-09-17 21:41:58.356340,4:59:55
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190803_105336.jpg,2019-08-03 10:53:36,2019-08-03 15:53:33,2021-06-16 07:16:47.962979,2022-09-17 21:41:58.334252,4:59:57
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190803_105326.jpg,2019-08-03 10:53:26,2019-08-03 15:53:26,2021-06-16 07:16:46.679410,2022-09-17 21:41:58.378568,5:00:00
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190803_105313.jpg,2019-08-03 10:53:13,2019-08-03 15:53:21,2021-06-16 07:16:45.728951,2022-09-17 21:41:58.437450,5:00:08
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190803_105314.jpg,2019-08-03 10:53:14,2019-08-03 15:53:24,2021-06-16 07:16:46.362258,2022-09-17 21:41:58.414204,5:00:10
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190803_105259.jpg,2019-08-03 10:52:59,2019-08-03 15:53:19,2021-06-16 07:16:44.933079,2022-09-17 21:41:58.459059,5:00:20
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190803_105250.jpg,2019-08-03 10:52:50,2019-08-03 15:53:17,2021-06-16 07:16:44.872242,2022-09-17 21:41:58.490324,5:00:27
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190801_142339.jpg,2019-08-01 14:23:39,2019-08-01 19:24:41,2021-06-16 05:23:05.491621,2022-09-17 21:42:05.379165,5:01:02
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190801_142329.jpg,2019-08-01 14:23:29,2019-08-01 19:24:40,2021-06-16 03:54:39.111938,2022-09-17 21:42:05.411138,5:01:11
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190801_142322.jpg,2019-08-01 14:23:22,2019-08-01 19:24:39,2021-06-16 03:53:09.942114,2022-09-17 21:42:05.451184,5:01:17
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190803_105024.jpg,2019-08-03 10:50:24,2019-08-03 15:53:14,2021-06-16 07:16:43.819058,2022-09-17 21:41:58.509802,5:02:50
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190803_104547.jpg,2019-08-03 10:45:47,2019-08-03 15:53:12,2021-06-16 07:16:43.155832,2022-09-17 21:41:58.574800,5:07:25
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190803_104514.jpg,2019-08-03 10:45:14,2019-08-03 15:53:10,2021-06-16 07:16:42.188419,2022-09-17 21:41:58.602060,5:07:56
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190803_104502.jpg,2019-08-03 10:45:02,2019-08-03 15:53:08,2021-06-16 07:16:41.065422,2022-09-17 21:41:58.629388,5:08:06
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190803_104429.jpg,2019-08-03 10:44:29,2019-08-03 15:53:06,2021-06-16 07:16:40.794147,2022-09-17 21:41:58.694052,5:08:37
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190803_104423.jpg,2019-08-03 10:44:23,2019-08-03 15:53:03,2021-06-16 07:16:39.571417,2022-09-17 21:41:58.714839,5:08:40
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190803_104419.jpg,2019-08-03 10:44:19,2019-08-03 15:53:01,2021-06-16 07:16:37.202751,2022-09-17 21:41:58.732187,5:08:42
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190803_104312.jpg,2019-08-03 10:43:12,2019-08-03 15:52:59,2021-06-16 07:16:36.852686,2022-09-17 21:41:58.756504,5:09:47
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190803_104307.jpg,2019-08-03 10:43:07,2019-08-03 15:52:55,2021-06-16 07:16:36.505615,2022-09-17 21:41:58.774203,5:09:48
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190803_104154.jpg,2019-08-03 10:41:54,2019-08-03 15:52:53,2021-06-16 07:16:36.035871,2022-09-17 21:41:58.791183,5:10:59
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190803_103043.jpg,2019-08-03 10:30:43,2019-08-03 15:52:32,2021-06-16 07:16:27.508673,2022-09-17 21:41:59.187931,5:21:49
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190803_103043_1.jpg,2019-08-03 10:30:43,2019-08-03 15:52:35,2021-06-16 07:16:29.778603,2022-09-17 21:41:59.123112,5:21:52
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190803_103054.jpg,2019-08-03 10:30:54,2019-08-03 15:52:50,2021-06-16 07:16:34.722383,2022-09-17 21:41:58.808218,5:21:56
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190803_103043_2.jpg,2019-08-03 10:30:43,2019-08-03 15:52:39,2021-06-16 07:16:31.609706,2022-09-17 21:41:59.072528,5:21:56
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190803_103047.jpg,2019-08-03 10:30:47,2019-08-03 15:52:48,2021-06-16 07:16:33.028912,2022-09-17 21:41:58.871984,5:22:01
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190801_162222.jpg,2019-08-01 16:22:22,2019-08-01 21:46:16,2021-06-16 07:15:08.895882,2022-09-17 21:42:03.002215,5:23:54
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190801_162216.jpg,2019-08-01 16:22:16,2019-08-01 21:46:15,2021-06-16 07:15:08.699408,2022-09-17 21:42:03.029142,5:23:59
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190801_162007.jpg,2019-08-01 16:20:07,2019-08-01 21:46:14,2021-06-16 02:22:54.562227,2022-09-17 21:42:03.054076,5:26:07
X:\OneDrive\Pictures\Laura ♥\IMG_20191026_164959.jpg,2019-10-26 16:49:59,2019-10-26 22:16:43,2021-06-16 04:57:46.660952,2022-09-17 21:39:47.344775,5:26:44
X:\OneDrive\Pictures\Laura ♥\IMG_20191026_164951.jpg,2019-10-26 16:49:51,2019-10-26 22:16:36,2021-06-16 07:31:33.389360,2022-09-17 21:39:47.371691,5:26:45
X:\OneDrive\Pictures\Laura ♥\IMG_20191026_165003.jpg,2019-10-26 16:50:03,2019-10-26 22:16:50,2021-06-16 04:57:46.331833,2022-09-17 21:39:47.319687,5:26:47
X:\OneDrive\Pictures\Laura ♥\IMG_20191026_165006.jpg,2019-10-26 16:50:06,2019-10-26 22:16:56,2021-06-16 04:57:50.135661,2022-09-17 21:39:47.296987,5:26:50
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190801_135558.jpg,2019-08-01 13:55:58,2019-08-01 19:24:38,2021-06-16 05:23:00.097046,2022-09-17 21:42:05.472650,5:28:40
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190803_102259.jpg,2019-08-03 10:22:59,2019-08-03 15:52:29,2021-06-16 07:16:25.743392,2022-09-17 21:41:59.203931,5:29:30
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190803_102251.jpg,2019-08-03 10:22:51,2019-08-03 15:52:26,2021-06-16 07:16:23.524326,2022-09-17 21:41:59.221062,5:29:35
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190803_102105.jpg,2019-08-03 10:21:05,2019-08-03 15:52:24,2021-06-16 07:16:21.662306,2022-09-17 21:41:59.241043,5:31:19
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190803_102038.jpg,2019-08-03 10:20:38,2019-08-03 15:52:18,2021-06-16 07:16:18.504749,2022-09-17 21:41:59.313089,5:31:40
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190803_102039.jpg,2019-08-03 10:20:39,2019-08-03 15:52:21,2021-06-16 07:16:19.820232,2022-09-17 21:41:59.288038,5:31:42
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190803_102033.jpg,2019-08-03 10:20:33,2019-08-03 15:52:15,2021-06-16 07:16:17.008749,2022-09-17 21:41:59.332131,5:31:42
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190801_135221.jpg,2019-08-01 13:52:21,2019-08-01 19:24:37,2021-06-16 05:23:00.568785,2022-09-17 21:42:05.487932,5:32:16
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190801_135200.jpg,2019-08-01 13:52:00,2019-08-01 19:24:36,2021-06-16 05:23:01.236000,2022-09-17 21:42:05.502797,5:32:36
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190803_101907.jpg,2019-08-03 10:19:07,2019-08-03 15:52:13,2021-06-16 07:16:16.599842,2022-09-17 21:41:59.348321,5:33:06
X:\OneDrive\Pictures\Urlaub\[2019] Lissabon\IMG_20190801_135007.jpg,2019-08-01 13:50:07,2019-08-01 19:24:35,2021-06-16 05:23:02.467707,2022-09-17 21:42:05.516629,5:34:28
X:\OneDrive\Pictures\Misc\Worth a photo\IMG_20210911_195225_edit_430377068070786.jpg,2021-09-11 19:52:25,2021-09-12 01:26:54,2021-09-12 20:44:25.401055,2022-09-17 21:39:56.397460,5:34:29
