file,filetime,mtime,ctime,atime,diff
X:\OneDrive\Pictures\Urlaub\[2018] London\IMG_20180103_151050.jpg,2018-01-03 15:10:50,2019-02-18 23:28:47,2021-06-16 07:02:45.084822,2022-09-17 21:41:54.295533,411 days 8:17:57
X:\OneDrive\Pictures\Urlaub\[2018] London\IMG_20180103_151118.jpg,2018-01-03 15:11:18,2019-02-18 23:29:19,2021-06-16 07:02:45.162614,2022-09-17 21:41:54.260960,411 days 8:18:01
X:\OneDrive\Pictures\Urlaub\[2018] London\IMG_20180103_151127.jpg,2018-01-03 15:11:27,2019-02-18 23:29:35,2021-06-16 07:02:47.532278,2022-09-17 21:41:54.237114,411 days 8:18:08
X:\OneDrive\Pictures\Urlaub\[2018] London\IMG_20180103_151051.jpg,2018-01-03 15:10:51,2019-02-18 23:28:59,2021-06-16 07:02:45.131697,2022-09-17 21:41:54.276516,411 days 8:18:08
X:\OneDrive\Pictures\Urlaub\[2018] London\IMG_20180103_151000.jpg,2018-01-03 15:10:00,2019-02-18 23:28:35,2021-06-16 07:02:43.739421,2022-09-17 21:41:54.353785,411 days 8:18:35
X:\OneDrive\Pictures\Urlaub\[2018] London\IMG_20180103_150922.jpg,2018-01-03 15:09:22,2019-02-18 23:28:18,2021-06-16 02:03:25.073663,2022-09-17 21:41:54.375486,411 days 8:18:56
X:\OneDrive\Pictures\Urlaub\[2018] London\IMG_20180103_150248.jpg,2018-01-03 15:02:48,2019-02-18 23:27:22,2021-06-16 07:02:40.700546,2022-09-17 21:41:54.438743,411 days 8:24:34
X:\OneDrive\Pictures\Urlaub\[2018] London\IMG_20180103_150302.jpg,2018-01-03 15:03:02,2019-02-18 23:27:39,2021-06-16 07:02:41.121421,2022-09-17 21:41:54.419625,411 days 8:24:37
X:\OneDrive\Pictures\Urlaub\[2018] London\IMG_20180103_150316.jpg,2018-01-03 15:03:16,2019-02-18 23:27:57,2021-06-16 07:02:41.503399,2022-09-17 21:41:54.399915,411 days 8:24:41
X:\OneDrive\Pictures\Urlaub\[2018] London\IMG_20180103_150015.jpg,2018-01-03 15:00:15,2019-02-18 23:27:06,2021-06-16 07:02:39.191582,2022-09-17 21:41:54.455016,411 days 8:26:51
X:\OneDrive\Pictures\Urlaub\[2018] London\IMG_20180103_145935.jpg,2018-01-03 14:59:35,2019-02-18 23:26:29,2021-06-16 07:02:37.086210,2022-09-17 21:41:54.491183,411 days 8:26:54
X:\OneDrive\Pictures\Urlaub\[2018] London\IMG_20180103_145936.jpg,2018-01-03 14:59:36,2019-02-18 23:26:45,2021-06-16 07:02:38.494445,2022-09-17 21:41:54.476645,411 days 8:27:09
X:\OneDrive\Pictures\Urlaub\[2018] London\IMG_20180103_145845.jpg,2018-01-03 14:58:45,2019-02-18 23:26:13,2021-06-16 07:02:36.285352,2022-09-17 21:41:54.515761,411 days 8:27:28
X:\OneDrive\Pictures\Urlaub\[2018] London\IMG_20180103_145647.jpg,2018-01-03 14:56:47,2019-02-18 23:25:20,2021-06-16 05:00:43.667639,2022-09-17 21:41:54.580381,411 days 8:28:33
X:\OneDrive\Pictures\Urlaub\[2018] London\IMG_20180103_145654.jpg,2018-01-03 14:56:54,2019-02-18 23:25:37,2021-06-16 07:02:34.947929,2022-09-17 21:41:54.545417,411 days 8:28:43
X:\OneDrive\Pictures\Urlaub\[2018] London\IMG_20180103_145706.jpg,2018-01-03 14:57:06,2019-02-18 23:25:54,2021-06-16 07:02:35.566274,2022-09-17 21:41:54.528952,411 days 8:28:48
X:\OneDrive\Pictures\Urlaub\[2018] London\IMG_20180103_145007.jpg,2018-01-03 14:50:07,2019-02-18 23:24:49,2021-06-16 05:00:46.710503,2022-09-17 21:41:54.620534,411 days 8:34:42
X:\OneDrive\Pictures\Urlaub\[2018] London\IMG_20180103_145013.jpg,2018-01-03 14:50:13,2019-02-18 23:25:05,2021-06-16 05:00:44.546290,2022-09-17 21:41:54.597477,411 days 8:34:52
X:\OneDrive\Pictures\Urlaub\[2018] London\IMG_20180103_141321.jpg,2018-01-03 14:13:21,2019-02-18 23:24:34,2021-06-16 05:00:52.179878,2022-09-17 21:41:54.638514,411 days 9:11:13
X:\OneDrive\Pictures\Urlaub\[2018] London\IMG_20180103_140348.jpg,2018-01-03 14:03:48,2019-02-18 23:22:50,2021-06-16 07:02:30.032073,2022-09-17 21:41:54.782597,411 days 9:19:02
X:\OneDrive\Pictures\Urlaub\[2018] London\IMG_20180103_140349.jpg,2018-01-03 14:03:49,2019-02-18 23:23:08,2021-06-16 07:02:31.212916,2022-09-17 21:41:54.759151,411 days 9:19:19
X:\OneDrive\Pictures\Urlaub\[2018] London\IMG_20180103_140413.jpg,2018-01-03 14:04:13,2019-02-18 23:23:33,2021-06-16 07:02:31.712579,2022-09-17 21:41:54.713294,411 days 9:19:20
X:\OneDrive\Pictures\Urlaub\[2018] London\IMG_20180103_140359.jpg,2018-01-03 14:03:59,2019-02-18 23:23:20,2021-06-16 07:02:31.569961,2022-09-17 21:41:54.738071,411 days 9:19:21
X:\OneDrive\Pictures\Urlaub\[2018] London\IMG_20180103_140414.jpg,2018-01-03 14:04:14,2019-02-18 23:23:46,2021-06-16 07:02:32.931320,2022-09-17 21:41:54.694421,411 days 9:19:32
X:\OneDrive\Pictures\Urlaub\[2018] London\IMG_20180103_140440.jpg,2018-01-03 14:04:40,2019-02-18 23:24:17,2021-06-16 07:02:34.403384,2022-09-17 21:41:54.657088,411 days 9:19:37
X:\OneDrive\Pictures\Urlaub\[2018] London\IMG_20180103_140416.jpg,2018-01-03 14:04:16,2019-02-18 23:23:59,2021-06-16 07:02:33.729188,2022-09-17 21:41:54.676214,411 days 9:19:43
X:\OneDrive\Pictures\Urlaub\[2018] London\IMG_20180102_154625.jpg,2018-01-02 15:46:25,2019-02-18 23:21:39,2021-06-16 07:02:27.780095,2022-09-17 21:41:54.879013,412 days 7:35:14
X:\OneDrive\Pictures\Urlaub\[2018] London\IMG_20180102_154626.jpg,2018-01-02 15:46:26,2019-02-18 23:21:52,2021-06-16 05:00:38.677982,2022-09-17 21:41:54.861890,412 days 7:35:26
X:\OneDrive\Pictures\Urlaub\[2018] London\IMG_20180102_154627_1.jpg,2018-01-02 15:46:27,2019-02-18 23:22:06,2021-06-16 07:02:27.811012,2022-09-17 21:41:54.837639,412 days 7:35:39
X:\OneDrive\Pictures\Urlaub\[2018] London\IMG_20180102_154628.jpg,2018-01-02 15:46:28,2019-02-18 23:22:20,2021-06-16 07:02:28.419385,2022-09-17 21:41:54.818775,412 days 7:35:52
X:\OneDrive\Pictures\Urlaub\[2018] London\IMG_20180102_154629.jpg,2018-01-02 15:46:29,2019-02-18 23:22:33,2021-06-16 07:02:29.460601,2022-09-17 21:41:54.801095,412 days 7:36:04
X:\OneDrive\Pictures\Urlaub\[2018] London\IMG_20180102_145054.jpg,2018-01-02 14:50:54,2019-02-18 23:21:09,2021-06-16 07:02:24.840954,2022-09-17 21:41:54.920688,412 days 8:30:15
X:\OneDrive\Pictures\Urlaub\[2018] London\IMG_20180102_145056_1.jpg,2018-01-02 14:50:56,2019-02-18 23:21:26,2021-06-16 07:02:27.750175,2022-09-17 21:41:54.903994,412 days 8:30:30
X:\OneDrive\Pictures\Urlaub\[2018] London\IMG_20180102_144556.jpg,2018-01-02 14:45:56,2019-02-18 23:20:29,2021-06-16 07:02:21.975616,2022-09-17 21:41:54.963120,412 days 8:34:33
X:\OneDrive\Pictures\Urlaub\[2018] London\IMG_20180102_144607.jpg,2018-01-02 14:46:07,2019-02-18 23:20:46,2021-06-16 07:02:23.659114,2022-09-17 21:41:54.939957,412 days 8:34:39
X:\OneDrive\Pictures\Urlaub\[2018] London\IMG_20180102_143334.jpg,2018-01-02 14:33:34,2019-02-18 23:20:22,2021-06-16 07:02:21.718304,2022-09-17 21:41:54.985855,412 days 8:46:48
X:\OneDrive\Pictures\Urlaub\[2018] London\IMG_20180102_143052.jpg,2018-01-02 14:30:52,2019-02-18 23:20:03,2021-06-16 07:02:21.144837,2022-09-17 21:41:55.007799,412 days 8:49:11
X:\OneDrive\Pictures\Urlaub\[2018] London\IMG_20180102_142915.jpg,2018-01-02 14:29:15,2019-02-18 23:19:26,2021-06-16 07:02:19.663798,2022-09-17 21:41:55.038950,412 days 8:50:11
X:\OneDrive\Pictures\Urlaub\[2018] London\IMG_20180102_142922.jpg,2018-01-02 14:29:22,2019-02-18 23:19:41,2021-06-16 07:02:19.831349,2022-09-17 21:41:55.024869,412 days 8:50:19
X:\OneDrive\Pictures\Urlaub\[2018] London\IMG_20180102_142515.jpg,2018-01-02 14:25:15,2019-02-18 23:19:15,2021-06-16 07:02:17.763878,2022-09-17 21:41:55.056696,412 days 8:54:00
X:\OneDrive\Pictures\Urlaub\[2018] London\IMG_20180102_142245.jpg,2018-01-02 14:22:45,2019-02-18 23:19:01,2021-06-16 07:02:17.221329,2022-09-17 21:41:55.074975,412 days 8:56:16
X:\OneDrive\Pictures\Urlaub\[2018] London\IMG_20180102_141454.jpg,2018-01-02 14:14:54,2019-02-18 23:18:32,2021-06-16 07:02:15.420145,2022-09-17 21:41:55.110466,412 days 9:03:38
X:\OneDrive\Pictures\Urlaub\[2018] London\IMG_20180102_141455.jpg,2018-01-02 14:14:55,2019-02-18 23:18:48,2021-06-16 07:02:17.115612,2022-09-17 21:41:55.093118,412 days 9:03:53
X:\OneDrive\Pictures\Urlaub\[2018] London\IMG_20180102_141406.jpg,2018-01-02 14:14:06,2019-02-18 23:18:02,2021-06-16 07:02:13.680797,2022-09-17 21:41:55.145340,412 days 9:03:56
X:\OneDrive\Pictures\Urlaub\[2018] London\IMG_20180102_141407.jpg,2018-01-02 14:14:07,2019-02-18 23:18:18,2021-06-16 07:02:15.100001,2022-09-17 21:41:55.128220,412 days 9:04:11
X:\OneDrive\Pictures\Urlaub\[2018] London\IMG_20180101_000002.jpg,2018-01-01 00:00:02,2019-02-18 23:17:47,2021-06-16 07:02:12.608664,2022-09-17 21:41:55.161118,413 days 23:17:45
X:\OneDrive\Pictures\Urlaub\[2018] London\IMG_20171231_235816.jpg,2017-12-31 23:58:16,2019-02-18 23:17:29,2021-06-16 07:02:11.433879,2022-09-17 21:41:55.176188,413 days 23:19:13
X:\OneDrive\Pictures\Urlaub\[2018] London\IMG_20171231_202135.jpg,2017-12-31 20:21:35,2019-02-18 23:17:10,2021-06-16 07:02:11.403885,2022-09-17 21:41:55.193600,414 days 2:55:35
X:\OneDrive\Pictures\Urlaub\[2018] London\IMG_20171231_202019.jpg,2017-12-31 20:20:19,2019-02-18 23:16:51,2021-06-16 07:02:11.070776,2022-09-17 21:41:55.209159,414 days 2:56:32
X:\OneDrive\Pictures\Urlaub\[2018] London\IMG_20171231_201734.jpg,2017-12-31 20:17:34,2019-02-18 23:16:38,2021-06-16 07:02:09.122984,2022-09-17 21:41:55.224198,414 days 2:59:04
X:\OneDrive\Pictures\Urlaub\[2018] London\IMG_20171231_200149.jpg,2017-12-31 20:01:49,2019-02-18 23:16:23,2021-06-16 07:02:09.091069,2022-09-17 21:41:55.240259,414 days 3:14:34
X:\OneDrive\Pictures\Urlaub\[2018] London\IMG_20171231_150102.jpg,2017-12-31 15:01:02,2019-02-18 23:16:12,2021-06-16 07:02:07.684829,2022-09-17 21:41:55.253833,414 days 8:15:10
X:\OneDrive\Pictures\Urlaub\[2018] London\IMG_20171231_142259.jpg,2017-12-31 14:22:59,2019-02-18 23:15:54,2021-06-16 07:02:07.366680,2022-09-17 21:41:55.271133,414 days 8:52:55
X:\OneDrive\Pictures\Urlaub\[2018] London\IMG_20171231_142234.jpg,2017-12-31 14:22:34,2019-02-18 23:15:36,2021-06-16 07:02:06.217752,2022-09-17 21:41:55.294390,414 days 8:53:02
X:\OneDrive\Pictures\Urlaub\[2018] London\IMG_20171231_142210.jpg,2017-12-31 14:22:10,2019-02-18 23:15:18,2021-06-16 07:02:05.551533,2022-09-17 21:41:55.307208,414 days 8:53:08
X:\OneDrive\Pictures\Urlaub\[2018] London\IMG_20171231_142137.jpg,2017-12-31 14:21:37,2019-02-18 23:14:59,2021-06-16 07:02:05.038905,2022-09-17 21:41:55.328030,414 days 8:53:22
X:\OneDrive\Pictures\Urlaub\[2018] London\IMG_20171231_141834.jpg,2017-12-31 14:18:34,2019-02-18 23:14:40,2021-06-16 05:42:45.182791,2022-09-17 21:41:55.356901,414 days 8:56:06
X:\OneDrive\Pictures\Urlaub\[2018] London\IMG_20171231_141715.jpg,2017-12-31 14:17:15,2019-02-18 23:14:28,2021-06-16 05:01:24.524389,2022-09-17 21:41:55.380867,414 days 8:57:13
X:\OneDrive\Pictures\Urlaub\[2018] London\IMG_20171231_132430.jpg,2017-12-31 13:24:30,2019-02-18 23:14:11,2021-06-16 05:01:26.779359,2022-09-17 21:41:55.402139,414 days 9:49:41
X:\OneDrive\Pictures\Misc\Worth a photo\IMG_20171215_160424.jpg,2017-12-15 16:04:24,2019-02-18 23:13:44,2021-06-16 05:01:32.284638,2022-09-17 21:39:57.005601,430 days 7:09:20
X:\OneDrive\Pictures\Misc\Worth a photo\IMG_20171206_144557.jpg,2017-12-06 14:45:57,2019-02-18 23:13:16,2021-06-16 05:01:41.354385,2022-09-17 21:39:57.028628,439 days 8:27:19
X:\OneDrive\Pictures\Laura ♥\[2017] 18. Geburtstag\IMG_20171031_001245.jpg,2017-10-31 00:12:45,2019-02-18 23:12:32,2021-06-16 05:01:17.210945,2022-09-17 21:39:24.768991,475 days 22:59:47
X:\OneDrive\Pictures\Laura ♥\[2017] 18. Geburtstag\IMG_20171030_230306.jpg,2017-10-30 23:03:06,2019-02-18 23:12:20,2021-06-16 05:08:35.786202,2022-09-17 21:39:24.794935,476 days 0:09:14
X:\OneDrive\Pictures\Laura ♥\[2017] 18. Geburtstag\IMG_20171030_230147.jpg,2017-10-30 23:01:47,2019-02-18 23:11:48,2021-06-16 05:01:19.227552,2022-09-17 21:39:24.836924,476 days 0:10:01
X:\OneDrive\Pictures\Laura ♥\[2017] 18. Geburtstag\IMG_20171030_230055.jpg,2017-10-30 23:00:55,2019-02-18 23:10:57,2021-06-16 07:02:03.594766,2022-09-17 21:39:24.966566,476 days 0:10:02
X:\OneDrive\Pictures\Laura ♥\[2017] 18. Geburtstag\IMG_20171030_230101.jpg,2017-10-30 23:01:01,2019-02-18 23:11:08,2021-06-16 07:02:03.764313,2022-09-17 21:39:24.939729,476 days 0:10:07
X:\OneDrive\Pictures\Laura ♥\[2017] 18. Geburtstag\IMG_20171030_230149.jpg,2017-10-30 23:01:49,2019-02-18 23:12:04,2021-06-16 05:08:35.198771,2022-09-17 21:39:24.815954,476 days 0:10:15
X:\OneDrive\Pictures\Laura ♥\[2017] 18. Geburtstag\IMG_20171030_230103_1.jpg,2017-10-30 23:01:03,2019-02-18 23:11:20,2021-06-16 07:02:04.961112,2022-09-17 21:39:24.924612,476 days 0:10:17
X:\OneDrive\Pictures\Laura ♥\[2017] 18. Geburtstag\IMG_20171030_230104.jpg,2017-10-30 23:01:04,2019-02-18 23:11:31,2021-06-16 05:01:19.935659,2022-09-17 21:39:24.877749,476 days 0:10:27
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170818_110910.jpg,2017-08-18 11:09:10,2018-12-28 03:22:54,2021-06-16 02:32:17.820936,2022-09-17 21:41:26.521148,496 days 16:13:44
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170818_110913.jpg,2017-08-18 11:09:13,2018-12-28 03:23:48,2021-06-16 06:56:26.079278,2022-09-17 21:41:26.497536,496 days 16:14:35
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170818_111032.jpg,2017-08-18 11:10:32,2018-12-28 03:26:21,2021-06-16 06:56:27.963240,2022-09-17 21:41:26.430711,496 days 16:15:49
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170816_124939.jpg,2017-08-16 12:49:39,2018-12-28 03:11:39,2021-06-16 01:11:10.231152,2022-09-17 21:41:27.302865,498 days 14:22:00
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_120923.jpg,2017-08-13 12:09:23,2018-12-28 02:31:50,2021-06-16 06:56:24.350899,2022-09-17 21:41:29.216254,501 days 14:22:27
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_103936.jpg,2017-08-13 10:39:36,2018-12-28 02:09:40,2021-06-16 06:56:23.957951,2022-09-17 21:41:30.146723,501 days 15:30:04
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170811_121039.jpg,2017-08-11 12:10:39,2018-12-29 22:48:22,2021-06-16 06:58:26.925138,2022-09-17 21:41:30.347114,505 days 10:37:43
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170818_161917.jpg,2017-08-18 16:19:17,2019-02-18 22:58:31,2021-06-16 07:02:01.666921,2022-09-17 21:41:26.362845,549 days 6:39:14
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170818_161919.jpg,2017-08-18 16:19:19,2019-02-18 22:58:50,2021-06-16 07:02:01.787598,2022-09-17 21:41:26.346590,549 days 6:39:31
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170818_161919_1.jpg,2017-08-18 16:19:19,2019-02-18 22:59:14,2021-06-16 07:02:01.863396,2022-09-17 21:41:26.332236,549 days 6:39:55
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170818_161920.jpg,2017-08-18 16:19:20,2019-02-18 22:59:31,2021-06-16 05:01:03.522547,2022-09-17 21:41:26.293719,549 days 6:40:11
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170818_150156.jpg,2017-08-18 15:01:56,2019-02-18 22:58:13,2021-06-16 07:01:59.570527,2022-09-17 21:41:26.386299,549 days 7:56:17
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170818_111256.jpg,2017-08-18 11:12:56,2019-02-18 22:57:57,2021-06-16 05:08:57.780388,2022-09-17 21:41:26.405120,549 days 11:45:01
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170818_111019.jpg,2017-08-18 11:10:19,2019-02-18 22:57:38,2021-06-16 05:08:56.978533,2022-09-17 21:41:26.451288,549 days 11:47:19
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170818_110942.jpg,2017-08-18 11:09:42,2019-02-18 22:57:08,2021-06-16 05:09:00.427310,2022-09-17 21:41:26.472800,549 days 11:47:26
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170818_004302.jpg,2017-08-18 00:43:02,2019-02-18 22:56:46,2021-06-16 05:08:58.643081,2022-09-17 21:41:26.545122,549 days 22:13:44
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170818_003655.jpg,2017-08-18 00:36:55,2019-02-18 22:56:40,2021-06-16 05:09:03.786329,2022-09-17 21:41:26.567500,549 days 22:19:45
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170818_003411.jpg,2017-08-18 00:34:11,2019-02-18 22:56:28,2021-06-16 05:09:01.821583,2022-09-17 21:41:26.590544,549 days 22:22:17
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170818_003241.jpg,2017-08-18 00:32:41,2019-02-18 22:56:17,2021-06-16 05:09:05.920622,2022-09-17 21:41:26.615552,549 days 22:23:36
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170817_225902.jpg,2017-08-17 22:59:02,2019-02-18 22:56:11,2021-06-16 05:09:04.512388,2022-09-17 21:41:26.635789,549 days 23:57:09
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170817_193549.jpg,2017-08-17 19:35:49,2019-02-18 22:55:38,2021-06-16 03:53:32.496139,2022-09-17 21:41:26.695185,550 days 3:19:49
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170817_193555.jpg,2017-08-17 19:35:55,2019-02-18 22:55:54,2021-06-16 03:53:29.246359,2022-09-17 21:41:26.676497,550 days 3:19:59
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170816_200411.jpg,2017-08-16 20:04:11,2019-02-18 22:55:22,2021-06-16 00:55:22.938923,2022-09-17 21:41:26.717738,551 days 2:51:11
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170816_200353.jpg,2017-08-16 20:03:53,2019-02-18 22:55:08,2021-06-16 06:45:18.482422,2022-09-17 21:41:26.732709,551 days 2:51:15
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170816_181501.jpg,2017-08-16 18:15:01,2019-02-18 22:54:51,2021-06-16 00:55:55.205440,2022-09-17 21:41:26.760234,551 days 4:39:50
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170816_181449.jpg,2017-08-16 18:14:49,2019-02-18 22:54:41,2021-06-16 00:55:33.956588,2022-09-17 21:41:26.781905,551 days 4:39:52
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170816_181149.jpg,2017-08-16 18:11:49,2019-02-18 22:53:59,2021-06-16 00:56:20.461614,2022-09-17 21:41:26.849713,551 days 4:42:10
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170816_181156.jpg,2017-08-16 18:11:56,2019-02-18 22:54:13,2021-06-16 00:55:57.630412,2022-09-17 21:41:26.826755,551 days 4:42:17
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170816_181129.jpg,2017-08-16 18:11:29,2019-02-18 22:53:47,2021-06-16 00:56:17.663608,2022-09-17 21:41:26.869276,551 days 4:42:18
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170816_181206.jpg,2017-08-16 18:12:06,2019-02-18 22:54:27,2021-06-16 00:56:08.696407,2022-09-17 21:41:26.806672,551 days 4:42:21
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170816_171653.jpg,2017-08-16 17:16:53,2019-02-18 22:53:31,2021-06-16 07:01:59.464809,2022-09-17 21:41:26.943769,551 days 5:36:38
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170816_171427.jpg,2017-08-16 17:14:27,2019-02-18 22:52:38,2021-06-16 06:50:28.974173,2022-09-17 21:41:27.016287,551 days 5:38:11
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170816_171429_1.jpg,2017-08-16 17:14:29,2019-02-18 22:52:53,2021-06-16 06:50:29.035009,2022-09-17 21:41:26.996260,551 days 5:38:24
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170816_171435.jpg,2017-08-16 17:14:35,2019-02-18 22:53:10,2021-06-16 04:53:33.980616,2022-09-17 21:41:26.961387,551 days 5:38:35
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170816_143358.jpg,2017-08-16 14:33:58,2019-02-18 22:51:08,2021-06-16 06:50:29.978486,2022-09-17 21:41:27.236866,551 days 8:17:10
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170816_143406.jpg,2017-08-16 14:34:06,2019-02-18 22:51:26,2021-06-16 06:50:29.280353,2022-09-17 21:41:27.212970,551 days 8:17:20
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170816_130419.jpg,2017-08-16 13:04:19,2019-02-18 22:50:31,2021-06-16 06:50:33.327531,2022-09-17 21:41:27.281584,551 days 9:46:12
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170816_130421_1.jpg,2017-08-16 13:04:21,2019-02-18 22:50:49,2021-06-16 06:50:29.691255,2022-09-17 21:41:27.260217,551 days 9:46:28
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170815_184503.jpg,2017-08-15 18:45:03,2019-02-18 22:49:18,2021-06-16 07:01:58.087492,2022-09-17 21:41:27.373970,552 days 4:04:15
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170815_184504.jpg,2017-08-15 18:45:04,2019-02-18 22:49:45,2021-06-16 07:01:58.543274,2022-09-17 21:41:27.361078,552 days 4:04:41
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170815_184505.jpg,2017-08-15 18:45:05,2019-02-18 22:50:14,2021-06-16 06:50:30.911990,2022-09-17 21:41:27.340206,552 days 4:05:09
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170815_024020.jpg,2017-08-15 02:40:20,2019-02-18 22:48:50,2021-06-16 05:00:08.778953,2022-09-17 21:41:27.396215,552 days 20:08:30
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170815_023813.jpg,2017-08-15 02:38:13,2019-02-18 22:48:22,2021-06-16 05:00:04.525306,2022-09-17 21:41:27.468811,552 days 20:10:09
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170815_023814.jpg,2017-08-15 02:38:14,2019-02-18 22:48:33,2021-06-16 06:50:38.782944,2022-09-17 21:41:27.443053,552 days 20:10:19
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170815_013257.jpg,2017-08-15 01:32:57,2019-02-18 22:48:01,2021-06-16 06:50:36.621722,2022-09-17 21:41:27.563262,552 days 21:15:04
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170815_013259.jpg,2017-08-15 01:32:59,2019-02-18 22:48:09,2021-06-16 05:00:05.656281,2022-09-17 21:41:27.546789,552 days 21:15:10
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170815_004808.jpg,2017-08-15 00:48:08,2019-02-18 22:46:54,2021-06-16 04:59:55.197248,2022-09-17 21:41:27.715180,552 days 21:58:46
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170815_004816.jpg,2017-08-15 00:48:16,2019-02-18 22:47:05,2021-06-16 03:54:36.750660,2022-09-17 21:41:27.693723,552 days 21:58:49
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170815_004817.jpg,2017-08-15 00:48:17,2019-02-18 22:47:16,2021-06-16 03:54:34.991375,2022-09-17 21:41:27.670261,552 days 21:58:59
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170815_004850.jpg,2017-08-15 00:48:50,2019-02-18 22:47:52,2021-06-16 06:50:34.416619,2022-09-17 21:41:27.584525,552 days 21:59:02
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170815_004824.jpg,2017-08-15 00:48:24,2019-02-18 22:47:28,2021-06-16 06:50:36.998714,2022-09-17 21:41:27.634710,552 days 21:59:04
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170815_004825.jpg,2017-08-15 00:48:25,2019-02-18 22:47:41,2021-06-16 06:50:38.389994,2022-09-17 21:41:27.611276,552 days 21:59:16
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170815_002700.jpg,2017-08-15 00:27:00,2019-02-18 22:46:42,2021-06-16 04:59:56.665334,2022-09-17 21:41:27.752154,552 days 22:19:42
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170815_002022.jpg,2017-08-15 00:20:22,2019-02-18 22:46:32,2021-06-16 07:01:57.739424,2022-09-17 21:41:27.771197,552 days 22:26:10
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170814_235655.jpg,2017-08-14 23:56:55,2019-02-18 22:46:05,2021-06-16 03:54:38.758721,2022-09-17 21:41:27.828476,552 days 22:49:10
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170814_235704.jpg,2017-08-14 23:57:04,2019-02-18 22:46:18,2021-06-16 07:01:57.090159,2022-09-17 21:41:27.803028,552 days 22:49:14
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170814_235434.jpg,2017-08-14 23:54:34,2019-02-18 22:45:58,2021-06-16 03:54:38.969258,2022-09-17 21:41:27.851555,552 days 22:51:24
